time/seconds,A/V,B/V
0.0,4.832985,1.0285434
4.000001e-06,4.832985,1.0285434
8.000002e-06,4.832985,1.0285434
1.2000002e-05,4.753629,1.0285434
1.6000004e-05,4.832985,1.0285434
2.0000003e-05,4.832985,1.0285434
2.4000004e-05,4.832985,1.0285434
2.8000006e-05,4.832985,1.0285434
3.2000007e-05,4.832985,1.1078987
3.600001e-05,4.832985,1.1078987
4.0000006e-05,4.832985,1.0285434
4.4000008e-05,4.832985,1.0285434
4.800001e-05,4.832985,1.0285434
5.200001e-05,4.832985,1.0285434
5.600001e-05,4.832985,1.0285434
6.0000013e-05,4.832985,1.0285434
6.4000014e-05,4.832985,1.0285434
6.8000016e-05,4.832985,1.0285434
7.200002e-05,4.832985,1.0285434
7.600002e-05,4.9120326,1.0285434
8.000001e-05,4.832985,1.1078987
8.4000014e-05,4.832985,1.0285434
8.8000015e-05,4.832985,1.0285434
9.200002e-05,4.832985,1.0285434
9.600002e-05,4.9120326,1.1078987
0.00010000002,4.9120326,1.0285434
0.00010400002,4.9120326,1.0285434
0.00010800002,4.832985,1.0285434
0.00011200002,4.9120326,1.0285434
0.000116000025,4.9120326,1.1078987
0.000120000026,4.9120326,1.0285434
0.00012400003,4.9120326,1.1078987
0.00012800003,4.9120326,1.1078987
0.00013200003,4.9120326,1.0285434
0.00013600003,4.9120326,1.0285434
0.00014000003,4.9120326,1.0285434
0.00014400003,4.9120326,1.0285434
0.00014800004,4.9120326,1.0285434
0.00015200004,4.9120326,1.0285434
0.00015600004,4.9120326,1.0285434
0.00016000003,4.991388,1.1078987
0.00016400003,4.9120326,1.0285434
0.00016800003,4.991388,1.1078987
0.00017200003,4.9120326,1.0285434
0.00017600003,4.991388,1.1078987
0.00018000003,4.9120326,1.0285434
0.00018400003,4.9120326,1.0285434
0.00018800003,4.991388,1.0285434
0.00019200004,4.991388,1.0285434
0.00019600004,4.991388,1.0285434
0.00020000004,4.991388,1.1078987
0.00020400004,4.991388,1.0285434
0.00020800004,4.9120326,1.0285434
0.00021200004,4.991388,1.0285434
0.00021600004,4.9120326,1.0285434
0.00022000005,4.991388,1.0285434
0.00022400005,4.991388,1.0285434
0.00022800005,4.991388,1.0285434
0.00023200005,4.991388,1.1078987
0.00023600005,4.991388,1.1078987
0.00024000005,4.991388,1.1078987
0.00024400005,4.991388,1.1078987
0.00024800005,4.991388,1.1078987
0.00025200006,4.991388,1.1078987
0.00025600006,4.991388,1.1078987
0.00026000006,4.991388,1.0285434
0.00026400006,4.991388,1.0285434
0.00026800006,4.991388,1.0285434
0.00027200006,4.991388,1.1078987
0.00027600006,4.991388,1.0285434
0.00028000007,4.991388,1.0285434
0.00028400007,5.070743,1.1078987
0.00028800007,5.070743,1.1078987
0.00029200007,4.991388,1.0285434
0.00029600007,5.070743,1.0285434
0.00030000007,5.070743,1.1078987
0.00030400007,4.991388,1.0285434
0.00030800008,5.070743,1.1078987
0.00031200008,5.070743,1.1078987
0.00031600005,5.070743,1.0285434
0.00032000005,4.991388,1.1078987
0.00032400005,5.070743,1.1078987
0.00032800005,5.070743,1.1078987
0.00033200005,5.070743,1.0285434
0.00033600006,5.070743,1.0285434
0.00034000006,5.070743,1.0285434
0.00034400006,5.070743,1.0285434
0.00034800006,5.149791,1.1078987
0.00035200006,5.070743,1.0285434
0.00035600006,5.070743,1.0285434
0.00036000006,5.070743,1.1078987
0.00036400007,5.070743,1.1078987
0.00036800007,5.070743,1.0285434
0.00037200007,5.070743,1.1078987
0.00037600007,5.070743,1.1078987
0.00038000007,5.149791,1.1078987
0.00038400007,5.070743,1.0285434
0.00038800007,5.070743,1.1078987
0.00039200007,5.149791,1.1078987
0.00039600008,5.070743,1.0285434
0.00040000008,5.070743,1.1078987
0.00040400008,5.149791,1.1078987
0.00040800008,5.070743,1.1078987
0.00041200008,5.149791,1.1078987
0.00041600008,5.149791,1.1078987
0.00042000008,5.149791,1.1078987
0.00042400009,5.149791,1.1078987
0.0004280001,5.149791,1.1078987
0.0004320001,5.149791,1.1078987
0.0004360001,5.149791,1.1078987
0.0004400001,5.149791,1.1078987
0.0004440001,5.149791,1.1078987
0.0004480001,5.149791,1.1078987
0.0004520001,5.149791,1.0285434
0.0004560001,5.149791,1.1078987
0.0004600001,5.149791,1.1078987
0.0004640001,5.149791,1.1078987
0.0004680001,5.149791,1.1078987
0.0004720001,5.149791,1.1078987
0.0004760001,5.149791,1.1078987
0.0004800001,5.149791,1.1078987
0.0004840001,5.149791,1.1078987
0.0004880001,5.149791,1.1078987
0.0004920001,5.149791,1.1078987
0.0004960001,5.229146,1.1078987
0.0005000001,5.149791,1.1078987
0.0005040001,5.149791,1.1078987
0.0005080001,5.149791,1.0285434
0.0005120001,5.149791,1.0285434
0.0005160001,5.149791,1.1078987
0.0005200001,5.149791,1.1078987
0.0005240001,5.229146,1.1078987
0.0005280001,5.229146,1.1078987
0.0005320001,5.229146,1.0285434
0.0005360001,5.149791,1.0285434
0.0005400001,5.229146,1.1078987
0.0005440001,5.229146,1.1078987
0.0005480001,5.229146,1.1078987
0.0005520001,5.149791,1.1078987
0.0005560001,5.149791,1.1078987
0.00056000013,5.149791,1.1078987
0.0005640001,5.229146,1.1078987
0.00056800013,5.229146,1.1078987
0.0005720001,5.229146,1.1078987
0.00057600014,5.229146,1.1078987
0.0005800001,5.229146,1.1078987
0.00058400014,5.229146,1.0285434
0.0005880001,5.149791,1.1078987
0.00059200014,5.229146,1.1078987
0.0005960001,5.229146,1.1078987
0.00060000014,5.229146,1.1078987
0.0006040001,5.229146,1.1078987
0.00060800015,5.229146,1.1078987
0.0006120001,5.229146,1.1078987
0.00061600015,5.229146,1.1078987
0.0006200001,5.229146,1.1078987
0.00062400015,5.229146,1.1078987
0.0006280001,5.229146,1.1078987
0.0006320001,5.229146,1.1078987
0.0006360001,5.229146,1.1078987
0.0006400001,5.229146,1.1078987
0.00064400013,5.229146,1.1078987
0.0006480001,5.229146,1.1078987
0.00065200013,5.229146,1.1078987
0.0006560001,5.229146,1.1078987
0.00066000014,5.229146,1.0285434
0.0006640001,5.229146,1.1078987
0.00066800014,5.229146,1.0285434
0.0006720001,5.229146,1.1078987
0.00067600014,5.229146,1.0285434
0.0006800001,5.229146,1.1078987
0.00068400014,5.229146,1.1078987
0.0006880001,5.229146,1.1078987
0.00069200015,5.229146,1.1078987
0.0006960001,5.229146,1.1078987
0.00070000015,5.229146,1.1078987
0.0007040001,5.229146,1.1078987
0.00070800015,5.229146,1.1078987
0.0007120001,5.229146,1.1078987
0.00071600016,5.308194,1.1078987
0.0007200001,5.229146,1.1078987
0.00072400016,5.229146,1.1078987
0.00072800013,5.229146,1.1078987
0.00073200016,5.229146,1.1078987
0.00073600013,5.229146,1.1078987
0.00074000016,5.229146,1.1078987
0.00074400014,5.308194,1.1078987
0.00074800017,5.308194,1.1078987
0.00075200014,5.308194,1.1078987
0.00075600017,5.308194,1.1078987
0.00076000014,5.229146,1.1078987
0.0007640002,5.229146,1.0285434
0.00076800014,5.229146,1.1078987
0.0007720002,5.308194,1.0285434
0.00077600015,5.308194,1.0285434
0.0007800002,5.229146,1.1078987
0.00078400015,5.308194,1.1078987
0.0007880002,5.229146,1.1078987
0.00079200015,5.308194,1.1078987
0.0007960002,5.308194,1.1078987
0.00080000015,5.308194,1.1078987
0.0008040002,5.308194,1.1078987
0.00080800016,5.308194,1.0285434
0.0008120002,5.229146,1.1078987
0.00081600016,5.308194,1.1078987
0.0008200002,5.229146,1.1078987
0.00082400016,5.308194,1.1078987
0.0008280002,5.308194,1.1078987
0.00083200017,5.229146,1.1078987
0.0008360002,5.229146,1.1078987
0.00084000017,5.308194,1.1078987
0.00084400014,5.308194,1.0285434
0.00084800017,5.308194,1.1078987
0.00085200014,5.308194,1.1078987
0.0008560002,5.308194,1.1078987
0.00086000015,5.308194,1.1078987
0.0008640002,5.308194,1.1078987
0.00086800015,5.308194,1.1078987
0.0008720002,5.308194,1.1078987
0.00087600015,5.308194,1.1078987
0.0008800002,5.308194,1.1078987
0.00088400015,5.308194,1.1078987
0.0008880002,5.308194,1.1078987
0.00089200016,5.308194,1.1078987
0.0008960002,5.308194,1.1078987
0.00090000016,5.308194,1.1078987
0.0009040002,5.308194,1.1078987
0.00090800016,5.308194,1.1078987
0.0009120002,5.308194,1.1078987
0.00091600016,5.308194,1.1078987
0.0009200002,5.229146,1.1078987
0.00092400017,5.308194,1.1078987
0.0009280002,5.308194,1.1078987
0.00093200017,5.308194,1.1078987
0.0009360002,5.308194,1.1078987
0.0009400002,5.308194,1.1078987
0.0009440002,5.308194,1.1078987
0.0009480002,5.308194,1.1078987
0.0009520002,5.308194,1.1078987
0.0009560002,5.308194,1.1078987
0.0009600002,5.308194,1.1078987
0.0009640002,5.308194,1.1078987
0.0009680002,5.308194,1.1078987
0.0009720002,5.308194,1.1078987
0.0009760002,5.308194,1.1078987
0.0009800002,5.308194,1.1078987
0.0009840002,5.308194,1.1078987
0.0009880002,5.308194,1.1078987
0.0009920002,5.308194,1.1078987
0.0009960002,5.308194,1.1078987
0.0010000002,5.308194,1.1078987
0.0010040002,5.308194,1.0285434
0.0010080002,5.308194,1.1078987
0.0010120003,5.308194,1.1078987
0.0010160002,5.308194,1.1078987
0.0010200002,5.308194,1.1078987
0.0010240002,5.308194,1.1078987
0.0010280003,5.308194,1.1078987
0.0010320002,5.308194,1.1078987
0.0010360002,5.308194,1.1078987
0.0010400002,5.308194,1.1078987
0.0010440003,5.308194,1.1078987
0.0010480002,5.308194,1.1078987
0.0010520002,5.308194,1.1078987
0.0010560002,5.308194,1.1078987
0.0010600002,5.308194,1.1078987
0.0010640002,5.308194,1.1078987
0.0010680002,5.308194,1.1078987
0.0010720002,5.308194,1.1078987
0.0010760002,5.308194,1.1078987
0.0010800002,5.308194,1.1078987
0.0010840002,5.3875494,1.1078987
0.0010880003,5.308194,1.1078987
0.0010920002,5.308194,1.1078987
0.0010960002,5.308194,1.1078987
0.0011000002,5.308194,1.1078987
0.0011040003,5.308194,1.1078987
0.0011080002,5.308194,1.1078987
0.0011120002,5.308194,1.1078987
0.0011160002,5.308194,1.1078987
0.0011200003,5.308194,1.1078987
0.0011240002,5.308194,1.1078987
0.0011280002,5.308194,1.1078987
0.0011320002,5.3875494,1.1078987
0.0011360003,5.308194,1.1078987
0.0011400002,5.3875494,1.1078987
0.0011440002,5.308194,1.1078987
0.0011480002,5.308194,1.1078987
0.0011520003,5.308194,1.1078987
0.0011560002,5.308194,1.1078987
0.0011600002,5.308194,1.1078987
0.0011640002,5.3875494,1.1078987
0.0011680003,5.308194,1.1078987
0.0011720002,5.3875494,1.1078987
0.0011760002,5.308194,1.1078987
0.0011800003,5.308194,1.1078987
0.0011840003,5.3875494,1.1078987
0.0011880002,5.308194,1.1078987
0.0011920002,5.3875494,1.1078987
0.0011960003,5.308194,1.1078987
0.0012000003,5.308194,1.1078987
0.0012040002,5.308194,1.1078987
0.0012080002,5.3875494,1.1078987
0.0012120003,5.3875494,1.1078987
0.0012160003,5.308194,1.1078987
0.0012200002,5.308194,1.1078987
0.0012240002,5.308194,1.1078987
0.0012280003,5.308194,1.1078987
0.0012320003,5.3875494,1.1078987
0.0012360002,5.3875494,1.1078987
0.0012400002,5.3875494,1.1078987
0.0012440003,5.308194,1.1078987
0.0012480003,5.3875494,1.1078987
0.0012520002,5.3875494,1.1078987
0.0012560003,5.308194,1.1078987
0.0012600003,5.308194,1.1078987
0.0012640002,5.3875494,1.1078987
0.0012680002,5.3875494,1.1078987
0.0012720003,5.308194,1.1078987
0.0012760003,5.3875494,1.1078987
0.0012800002,5.3875494,1.1078987
0.0012840002,5.308194,1.1078987
0.0012880003,5.308194,1.1078987
0.0012920003,5.308194,1.1078987
0.0012960002,5.308194,1.1078987
0.0013000002,5.3875494,1.1078987
0.0013040003,5.308194,1.1078987
0.0013080003,5.3875494,1.1078987
0.0013120002,5.3875494,1.1078987
0.0013160002,5.3875494,1.1078987
0.0013200003,5.308194,1.1078987
0.0013240003,5.308194,1.1078987
0.0013280002,5.308194,1.1078987
0.0013320002,5.308194,1.1078987
0.0013360003,5.308194,1.1078987
0.0013400003,5.3875494,1.1078987
0.0013440002,5.308194,1.1078987
